TransactionDate,Description,DebitAmount,CreditAmount,Balance
2045-02-17,IMPS TRANSFER,1099.93,,60943841.13
2045-02-19,ATM WITHDRAWAL,13958.34,,60929882.79
2045-02-19,EMI DEBIT,19165.48,,60910717.31
2045-02-20,NEFT TRANSFER,,47686.58,60958403.89
2045-02-21,ATM WITHDRAWAL,821.93,,60957581.96
2045-02-22,UTILITY BILL,15229.04,,60942352.92
2045-02-24,IMPS TRANSFER,15999.05,,60926353.87
2045-02-24,UTILITY BILL,1444.08,,60924909.79
2045-02-24,NEFT TRANSFER,,45483.06,60970392.85
2045-02-26,NEFT TRANSFER,,10083.13,60980475.98
2045-02-27,IMPS TRANSFER,18194.27,,60962281.71
2045-02-28,EMI DEBIT,17788.76,,60944492.95
2045-03-02,ATM WITHDRAWAL,18899.74,,60925593.21
2045-03-03,UTILITY BILL,12917.31,,60912675.90
2045-03-03,IMPS TRANSFER,3198.60,,60909477.30
2045-03-03,EMI DEBIT,3628.92,,60905848.38
2045-03-03,SALARY,,9760.20,60915608.58
2045-03-04,POS PURCHASE,3635.17,,60911973.41
2045-03-05,UTILITY BILL,11649.39,,60900324.02
2045-03-07,CASH DEPOSIT,,34139.28,60934463.30
2045-03-08,POS PURCHASE,17533.88,,60916929.42
2045-03-09,CASH DEPOSIT,,19149.39,60936078.81
2045-03-10,INWARD REMITTANCE,,6186.89,60942265.70
2045-03-12,CASH DEPOSIT,,21130.10,60963395.80
2045-03-12,UTILITY BILL,7673.60,,60955722.20
2045-03-14,NEFT TRANSFER,,11737.10,60967459.30
2045-03-16,CASH DEPOSIT,,3808.05,60971267.35
2045-03-17,EMI DEBIT,9441.25,,60961826.10
2045-03-19,INWARD REMITTANCE,,3809.22,60965635.32
2045-03-21,EMI DEBIT,10418.12,,60955217.20
2045-03-23,SALARY,,48899.32,61004116.52
2045-03-24,POS PURCHASE,15532.28,,60988584.24
2045-03-24,UTILITY BILL,5631.42,,60982952.82
2045-03-26,CASH DEPOSIT,,41777.29,61024730.11
2045-03-27,REFUND,,40939.79,61065669.90
2045-03-27,SALARY,,30305.81,61095975.71
2045-03-29,POS PURCHASE,19758.33,,61076217.38
2045-03-31,UTILITY BILL,13184.64,,61063032.74
2045-04-02,CASH DEPOSIT,,42600.34,61105633.08
2045-04-02,EMI DEBIT,13300.11,,61092332.97
2045-04-03,ATM WITHDRAWAL,4828.85,,61087504.12
2045-04-05,SALARY,,17739.00,61105243.12
2045-04-05,REFUND,,18466.93,61123710.05
2045-04-07,POS PURCHASE,15288.23,,61108421.82
2045-04-07,CASH DEPOSIT,,33523.90,61141945.72
2045-04-09,REFUND,,36240.42,61178186.14
2045-04-09,IMPS TRANSFER,3197.22,,61174988.92
2045-04-09,EMI DEBIT,5385.13,,61169603.79
2045-04-10,POS PURCHASE,6225.60,,61163378.19
2045-04-10,CASH DEPOSIT,,39737.55,61203115.74
2045-04-12,EMI DEBIT,5270.51,,61197845.23
2045-04-12,IMPS TRANSFER,10530.52,,61187314.71
2045-04-14,SALARY,,4252.32,61191567.03
2045-04-14,ATM WITHDRAWAL,5384.10,,61186182.93
2045-04-15,EMI DEBIT,7036.20,,61179146.73
2045-04-17,NEFT TRANSFER,,4483.93,61183630.66
2045-04-18,POS PURCHASE,2922.61,,61180708.05
2045-04-19,UTILITY BILL,17481.33,,61163226.72
2045-04-20,POS PURCHASE,10093.41,,61153133.31
2045-04-20,POS PURCHASE,1257.60,,61151875.71
2045-04-22,UTILITY BILL,12923.53,,61138952.18
2045-04-22,NEFT TRANSFER,,13290.08,61152242.26
2045-04-23,INWARD REMITTANCE,,4462.15,61156704.41
2045-04-23,EMI DEBIT,13625.91,,61143078.50
2045-04-23,UTILITY BILL,5660.15,,61137418.35
2045-04-25,ATM WITHDRAWAL,6910.08,,61130508.27
2045-04-25,UTILITY BILL,6249.08,,61124259.19
2045-04-26,POS PURCHASE,19872.38,,61104386.81
2045-04-28,SALARY,,30317.91,61134704.72
2045-04-28,ATM WITHDRAWAL,1640.55,,61133064.17
2045-04-30,ATM WITHDRAWAL,7357.86,,61125706.31
2045-05-02,NEFT TRANSFER,,23804.04,61149510.35
2045-05-03,IMPS TRANSFER,6778.96,,61142731.39
2045-05-03,CASH DEPOSIT,,49763.22,61192494.61
2045-05-03,INWARD REMITTANCE,,45829.21,61238323.82
2045-05-03,IMPS TRANSFER,19956.11,,61218367.71
2045-05-03,UTILITY BILL,3179.55,,61215188.16
2045-05-03,ATM WITHDRAWAL,18869.65,,61196318.51
2045-05-04,SALARY,,18516.95,61214835.46
2045-05-05,CASH DEPOSIT,,23224.74,61238060.20
2045-05-07,INWARD REMITTANCE,,36249.53,61274309.73
2045-05-09,IMPS TRANSFER,14026.69,,61260283.04
2045-05-11,REFUND,,29211.06,61289494.10
2045-05-13,INWARD REMITTANCE,,22713.01,61312207.11
2045-05-14,POS PURCHASE,18425.42,,61293781.69
2045-05-16,INWARD REMITTANCE,,48308.96,61342090.65
2045-05-17,UTILITY BILL,1553.83,,61340536.82
2045-05-19,REFUND,,26060.45,61366597.27
2045-05-20,POS PURCHASE,9835.64,,61356761.63
2045-05-20,IMPS TRANSFER,19756.74,,61337004.89
2045-05-21,NEFT TRANSFER,,30463.41,61367468.30
2045-05-23,IMPS TRANSFER,4364.07,,61363104.23
2045-05-24,CASH DEPOSIT,,18492.87,61381597.10
2045-05-26,NEFT TRANSFER,,30375.45,61411972.55
2045-05-27,EMI DEBIT,13534.02,,61398438.53
2045-05-27,NEFT TRANSFER,,40060.83,61438499.36
2045-05-27,SALARY,,18276.82,61456776.18
2045-05-29,EMI DEBIT,16523.29,,61440252.89
2045-05-31,EMI DEBIT,8763.99,,61431488.90
2045-06-01,NEFT TRANSFER,,13801.18,61445290.08
2045-06-03,SALARY,,26961.68,61472251.76
2045-06-03,INWARD REMITTANCE,,47415.24,61519667.00
2045-06-03,NEFT TRANSFER,,33518.16,61553185.16
2045-06-03,SALARY,,16723.22,61569908.38
2045-06-03,REFUND,,32727.23,61602635.61
2045-06-05,NEFT TRANSFER,,4772.57,61607408.18
2045-06-05,EMI DEBIT,13191.16,,61594217.02
2045-06-06,REFUND,,2928.11,61597145.13
2045-06-08,NEFT TRANSFER,,37348.53,61634493.66
2045-06-09,CASH DEPOSIT,,34547.71,61669041.37
2045-06-09,POS PURCHASE,17926.60,,61651114.77
2045-06-10,ATM WITHDRAWAL,16664.64,,61634450.13
2045-06-10,IMPS TRANSFER,8543.49,,61625906.64
2045-06-12,CASH DEPOSIT,,31367.31,61657273.95
2045-06-14,ATM WITHDRAWAL,19946.76,,61637327.19
2045-06-14,UTILITY BILL,10622.68,,61626704.51
2045-06-15,INWARD REMITTANCE,,41901.18,61668605.69
2045-06-15,EMI DEBIT,8783.16,,61659822.53
2045-06-15,CASH DEPOSIT,,42526.02,61702348.55
2045-06-16,EMI DEBIT,2629.42,,61699719.13
2045-06-18,POS PURCHASE,903.23,,61698815.90
2045-06-19,INWARD REMITTANCE,,20778.55,61719594.45
2045-06-21,INWARD REMITTANCE,,48951.30,61768545.75
2045-06-22,UTILITY BILL,8260.78,,61760284.97
2045-06-24,REFUND,,38195.62,61798480.59
2045-06-26,SALARY,,46110.72,61844591.31
2045-06-27,POS PURCHASE,13841.59,,61830749.72
2045-06-29,NEFT TRANSFER,,37809.80,61868559.52
2045-06-30,EMI DEBIT,19416.79,,61849142.73
2045-07-01,REFUND,,10478.50,61859621.23
2045-07-03,INWARD REMITTANCE,,49686.06,61909307.29
2045-07-04,UTILITY BILL,3212.25,,61906095.04
2045-07-05,ATM WITHDRAWAL,3015.35,,61903079.69
2045-07-07,SALARY,,5269.23,61908348.92
2045-07-09,IMPS TRANSFER,10151.57,,61898197.35
2045-07-11,IMPS TRANSFER,13708.49,,61884488.86
2045-07-12,UTILITY BILL,10056.28,,61874432.58
2045-07-13,CASH DEPOSIT,,3326.17,61877758.75
2045-07-14,ATM WITHDRAWAL,3536.69,,61874222.06
2045-07-16,SALARY,,1271.18,61875493.24
2045-07-18,INWARD REMITTANCE,,39836.73,61915329.97
2045-07-18,REFUND,,38153.03,61953483.00
2045-07-18,UTILITY BILL,6736.39,,61946746.61
2045-07-18,REFUND,,45618.44,61992365.05
2045-07-20,POS PURCHASE,9309.24,,61983055.81
2045-07-20,EMI DEBIT,18703.95,,61964351.86
2045-07-20,NEFT TRANSFER,,20416.00,61984767.86
2045-07-20,ATM WITHDRAWAL,18006.47,,61966761.39
2045-07-22,POS PURCHASE,19896.45,,61946864.94
2045-07-22,INWARD REMITTANCE,,16650.96,61963515.90
2045-07-22,SALARY,,24095.86,61987611.76
2045-07-23,ATM WITHDRAWAL,4224.39,,61983387.37
2045-07-25,POS PURCHASE,17661.82,,61965725.55
2045-07-25,REFUND,,18982.86,61984708.41
2045-07-25,EMI DEBIT,13893.02,,61970815.39
2045-07-26,NEFT TRANSFER,,38692.96,62009508.35
2045-07-27,EMI DEBIT,3881.17,,62005627.18
2045-07-29,CASH DEPOSIT,,32009.00,62037636.18
2045-07-30,REFUND,,6826.78,62044462.96
2045-07-31,EMI DEBIT,1036.02,,62043426.94
2045-08-02,CASH DEPOSIT,,16866.24,62060293.18
2045-08-03,REFUND,,45138.65,62105431.83
2045-08-04,NEFT TRANSFER,,34650.44,62140082.27
2045-08-06,CASH DEPOSIT,,995.51,62141077.78
2045-08-08,IMPS TRANSFER,14736.26,,62126341.52
2045-08-09,POS PURCHASE,12406.94,,62113934.58
2045-08-09,POS PURCHASE,3407.75,,62110526.83
2045-08-10,INWARD REMITTANCE,,28947.18,62139474.01
2045-08-12,INWARD REMITTANCE,,7955.50,62147429.51
2045-08-12,SALARY,,24309.08,62171738.59
2045-08-12,REFUND,,47285.35,62219023.94
2045-08-12,POS PURCHASE,11699.39,,62207324.55
2045-08-13,EMI DEBIT,1628.31,,62205696.24
2045-08-13,UTILITY BILL,18047.88,,62187648.36
2045-08-15,INWARD REMITTANCE,,23982.60,62211630.96
2045-08-15,ATM WITHDRAWAL,5519.80,,62206111.16
2045-08-16,EMI DEBIT,19226.55,,62186884.61
2045-08-16,INWARD REMITTANCE,,41947.46,62228832.07
2045-08-17,IMPS TRANSFER,8721.64,,62220110.43
2045-08-18,ATM WITHDRAWAL,11797.80,,62208312.63
2045-08-19,REFUND,,37362.90,62245675.53
2045-08-21,CASH DEPOSIT,,18688.95,62264364.48
2045-08-22,EMI DEBIT,5848.47,,62258516.01
2045-08-22,NEFT TRANSFER,,14637.78,62273153.79
2045-08-22,EMI DEBIT,2766.52,,62270387.27
2045-08-23,INWARD REMITTANCE,,17316.41,62287703.68
2045-08-25,SALARY,,5696.98,62293400.66
2045-08-27,ATM WITHDRAWAL,12381.62,,62281019.04
2045-08-28,REFUND,,34503.74,62315522.78
2045-08-29,CASH DEPOSIT,,14931.08,62330453.86
2045-08-30,REFUND,,13262.20,62343716.06
2045-09-01,IMPS TRANSFER,8372.19,,62335343.87
2045-09-03,IMPS TRANSFER,10326.57,,62325017.30
2045-09-03,POS PURCHASE,14196.17,,62310821.13
2045-09-05,INWARD REMITTANCE,,24526.20,62335347.33
2045-09-06,CASH DEPOSIT,,26543.96,62361891.29
2045-09-08,UTILITY BILL,7641.68,,62354249.61
2045-09-08,IMPS TRANSFER,19809.20,,62334440.41
2045-09-09,REFUND,,42829.27,62377269.68
2045-09-10,INWARD REMITTANCE,,48682.47,62425952.15
2045-09-10,IMPS TRANSFER,8426.31,,62417525.84
2045-09-12,EMI DEBIT,4396.44,,62413129.40
2045-09-13,POS PURCHASE,6191.28,,62406938.12
2045-09-13,ATM WITHDRAWAL,7865.73,,62399072.39
2045-09-14,REFUND,,34333.15,62433405.54
2045-09-14,ATM WITHDRAWAL,2065.04,,62431340.50
2045-09-14,POS PURCHASE,10189.82,,62421150.68
2045-09-14,INWARD REMITTANCE,,26052.27,62447202.95
2045-09-14,ATM WITHDRAWAL,18294.35,,62428908.60
2045-09-15,IMPS TRANSFER,11922.47,,62416986.13
2045-09-16,EMI DEBIT,9160.19,,62407825.94
2045-09-18,INWARD REMITTANCE,,8057.69,62415883.63
2045-09-18,NEFT TRANSFER,,6865.93,62422749.56
2045-09-20,NEFT TRANSFER,,34663.45,62457413.01
2045-09-22,EMI DEBIT,3679.04,,62453733.97
2045-09-23,REFUND,,27562.14,62481296.11
2045-09-24,SALARY,,21392.23,62502688.34
2045-09-26,UTILITY BILL,19550.58,,62483137.76
2045-09-27,SALARY,,35764.73,62518902.49
2045-09-27,REFUND,,9058.33,62527960.82
2045-09-28,EMI DEBIT,15588.88,,62512371.94
2045-09-28,NEFT TRANSFER,,46749.15,62559121.09
2045-09-30,IMPS TRANSFER,11520.46,,62547600.63
2045-10-01,INWARD REMITTANCE,,17902.26,62565502.89
2045-10-03,NEFT TRANSFER,,22151.27,62587654.16
2045-10-05,SALARY,,8755.17,62596409.33
2045-10-05,NEFT TRANSFER,,23569.42,62619978.75
2045-10-05,REFUND,,23957.30,62643936.05
2045-10-07,IMPS TRANSFER,15898.09,,62628037.96
2045-10-08,POS PURCHASE,18373.52,,62609664.44
2045-10-08,IMPS TRANSFER,17155.19,,62592509.25
2045-10-08,ATM WITHDRAWAL,9692.70,,62582816.55
2045-10-09,CASH DEPOSIT,,3590.30,62586406.85
2045-10-09,IMPS TRANSFER,10748.76,,62575658.09
2045-10-11,SALARY,,13517.55,62589175.64
2045-10-13,IMPS TRANSFER,9401.89,,62579773.75
2045-10-13,POS PURCHASE,7606.39,,62572167.36
2045-10-15,UTILITY BILL,5968.78,,62566198.58
2045-10-16,SALARY,,14371.03,62580569.61
2045-10-18,CASH DEPOSIT,,38486.69,62619056.30
2045-10-20,EMI DEBIT,3016.49,,62616039.81
2045-10-22,CASH DEPOSIT,,26049.98,62642089.79
2045-10-24,INWARD REMITTANCE,,20223.37,62662313.16
2045-10-24,UTILITY BILL,19374.12,,62642939.04
2045-10-24,EMI DEBIT,9461.51,,62633477.53
2045-10-24,EMI DEBIT,13875.41,,62619602.12
2045-10-26,CASH DEPOSIT,,6995.50,62626597.62
2045-10-28,POS PURCHASE,5229.45,,62621368.17
2045-10-29,INWARD REMITTANCE,,25399.94,62646768.11
2045-10-31,CASH DEPOSIT,,47618.72,62694386.83
2045-11-01,ATM WITHDRAWAL,12446.79,,62681940.04
2045-11-03,NEFT TRANSFER,,25643.50,62707583.54
2045-11-04,INWARD REMITTANCE,,13823.48,62721407.02
2045-11-06,EMI DEBIT,17562.25,,62703844.77
2045-11-06,EMI DEBIT,1437.05,,62702407.72
2045-11-06,NEFT TRANSFER,,48029.54,62750437.26
2045-11-06,NEFT TRANSFER,,5659.20,62756096.46
2045-11-07,UTILITY BILL,5897.58,,62750198.88
2045-11-09,EMI DEBIT,13664.29,,62736534.59
2045-11-10,IMPS TRANSFER,12626.66,,62723907.93
2045-11-11,EMI DEBIT,6265.05,,62717642.88
2045-11-12,NEFT TRANSFER,,21859.17,62739502.05
2045-11-13,REFUND,,11342.27,62750844.32
2045-11-13,INWARD REMITTANCE,,34752.55,62785596.87
2045-11-15,SALARY,,6544.97,62792141.84
2045-11-15,NEFT TRANSFER,,38592.52,62830734.36
2045-11-17,POS PURCHASE,9397.50,,62821336.86
2045-11-17,ATM WITHDRAWAL,11160.91,,62810175.95
2045-11-19,EMI DEBIT,12496.33,,62797679.62
2045-11-20,INWARD REMITTANCE,,18010.03,62815689.65
2045-11-21,EMI DEBIT,19137.77,,62796551.88
2045-11-22,IMPS TRANSFER,5590.26,,62790961.62
2045-11-22,REFUND,,35945.98,62826907.60
2045-11-22,UTILITY BILL,955.30,,62825952.30
2045-11-22,EMI DEBIT,1727.25,,62824225.05
2045-11-22,NEFT TRANSFER,,24494.82,62848719.87
2045-11-24,NEFT TRANSFER,,823.98,62849543.85
2045-11-25,IMPS TRANSFER,13309.68,,62836234.17
2045-11-25,NEFT TRANSFER,,2781.00,62839015.17
2045-11-25,REFUND,,35752.12,62874767.29
2045-11-27,REFUND,,25711.37,62900478.66
2045-11-28,REFUND,,10746.28,62911224.94
2045-11-30,REFUND,,8437.59,62919662.53
2045-12-02,UTILITY BILL,12359.93,,62907302.60
2045-12-04,UTILITY BILL,12886.36,,62894416.24
2045-12-05,EMI DEBIT,7582.75,,62886833.49
2045-12-06,POS PURCHASE,18406.96,,62868426.53
2045-12-08,EMI DEBIT,10974.07,,62857452.46
2045-12-10,UTILITY BILL,19003.84,,62838448.62
2045-12-10,CASH DEPOSIT,,17175.95,62855624.57
2045-12-10,INWARD REMITTANCE,,6656.01,62862280.58
2045-12-12,SALARY,,41162.01,62903442.59
2045-12-13,CASH DEPOSIT,,13353.69,62916796.28
2045-12-15,INWARD REMITTANCE,,40677.26,62957473.54
2045-12-17,UTILITY BILL,12736.70,,62944736.84
2045-12-19,POS PURCHASE,18629.61,,62926107.23
2045-12-19,UTILITY BILL,5546.43,,62920560.80
2045-12-21,ATM WITHDRAWAL,18050.07,,62902510.73
2045-12-22,NEFT TRANSFER,,19529.29,62922040.02
2045-12-24,INWARD REMITTANCE,,19099.34,62941139.36
2045-12-25,INWARD REMITTANCE,,12169.44,62953308.80
2045-12-27,REFUND,,10817.28,62964126.08
2045-12-28,CASH DEPOSIT,,4030.37,62968156.45
2045-12-30,INWARD REMITTANCE,,13187.43,62981343.88
2045-12-30,NEFT TRANSFER,,32801.51,63014145.39
2045-12-30,NEFT TRANSFER,,17142.79,63031288.18
2045-12-30,NEFT TRANSFER,,30653.49,63061941.67
2045-12-30,UTILITY BILL,5483.28,,63056458.39
2046-01-01,CASH DEPOSIT,,4045.36,63060503.75
2046-01-03,IMPS TRANSFER,18021.36,,63042482.39
2046-01-03,IMPS TRANSFER,15985.68,,63026496.71
2046-01-05,SALARY,,39536.92,63066033.63
2046-01-05,NEFT TRANSFER,,38197.77,63104231.40
2046-01-05,REFUND,,27236.77,63131468.17
2046-01-07,UTILITY BILL,4320.35,,63127147.82
2046-01-07,POS PURCHASE,10678.00,,63116469.82
2046-01-08,POS PURCHASE,6636.70,,63109833.12
2046-01-08,ATM WITHDRAWAL,19217.14,,63090615.98
2046-01-08,SALARY,,48064.17,63138680.15
2046-01-10,IMPS TRANSFER,7753.70,,63130926.45
2046-01-12,UTILITY BILL,15994.49,,63114931.96
2046-01-14,SALARY,,16710.17,63131642.13
2046-01-14,REFUND,,44580.01,63176222.14
2046-01-16,POS PURCHASE,10228.87,,63165993.27
2046-01-18,IMPS TRANSFER,5979.66,,63160013.61
2046-01-18,ATM WITHDRAWAL,12952.83,,63147060.78
2046-01-18,EMI DEBIT,10124.16,,63136936.62
2046-01-19,POS PURCHASE,311.04,,63136625.58
2046-01-19,REFUND,,23799.04,63160424.62
2046-01-19,REFUND,,5514.04,63165938.66
2046-01-19,EMI DEBIT,14113.50,,63151825.16
2046-01-20,IMPS TRANSFER,8198.04,,63143627.12
2046-01-20,EMI DEBIT,5277.92,,63138349.20
2046-01-20,UTILITY BILL,18022.01,,63120327.19
2046-01-20,REFUND,,9336.76,63129663.95
2046-01-22,REFUND,,33414.10,63163078.05
2046-01-22,EMI DEBIT,14527.95,,63148550.10
2046-01-22,ATM WITHDRAWAL,11873.85,,63136676.25
2046-01-24,REFUND,,35287.67,63171963.92
2046-01-26,ATM WITHDRAWAL,352.17,,63171611.75
2046-01-28,CASH DEPOSIT,,17570.73,63189182.48
2046-01-28,NEFT TRANSFER,,15694.25,63204876.73
2046-01-28,UTILITY BILL,12245.97,,63192630.76
2046-01-30,REFUND,,47291.66,63239922.42
2046-01-31,ATM WITHDRAWAL,12927.72,,63226994.70
2046-02-02,ATM WITHDRAWAL,10695.75,,63216298.95
2046-02-04,UTILITY BILL,17666.50,,63198632.45
2046-02-05,UTILITY BILL,947.33,,63197685.12
2046-02-05,SALARY,,18887.09,63216572.21
2046-02-07,EMI DEBIT,794.10,,63215778.11
2046-02-08,UTILITY BILL,8426.05,,63207352.06
2046-02-08,REFUND,,39965.85,63247317.91
2046-02-08,CASH DEPOSIT,,7052.60,63254370.51
2046-02-10,POS PURCHASE,17295.42,,63237075.09
2046-02-11,ATM WITHDRAWAL,13127.75,,63223947.34
2046-02-11,CASH DEPOSIT,,23420.47,63247367.81
2046-02-12,UTILITY BILL,13789.78,,63233578.03
2046-02-12,EMI DEBIT,18149.70,,63215428.33
2046-02-12,REFUND,,18897.37,63234325.70
2046-02-13,IMPS TRANSFER,11780.78,,63222544.92
2046-02-15,NEFT TRANSFER,,29709.43,63252254.35
2046-02-16,SALARY,,2338.88,63254593.23
2046-02-18,INWARD REMITTANCE,,1537.89,63256131.12
2046-02-19,NEFT TRANSFER,,32137.36,63288268.48
2046-02-19,INWARD REMITTANCE,,47651.24,63335919.72
2046-02-19,SALARY,,35245.14,63371164.86
2046-02-19,INWARD REMITTANCE,,2485.69,63373650.55
2046-02-21,IMPS TRANSFER,8777.72,,63364872.83
2046-02-22,ATM WITHDRAWAL,18409.25,,63346463.58
2046-02-24,REFUND,,32896.55,63379360.13
2046-02-26,EMI DEBIT,6591.73,,63372768.40
2046-02-27,POS PURCHASE,13234.28,,63359534.12
2046-03-01,ATM WITHDRAWAL,11782.18,,63347751.94
2046-03-03,CASH DEPOSIT,,42059.78,63389811.72
2046-03-05,EMI DEBIT,3307.96,,63386503.76
2046-03-06,UTILITY BILL,6155.87,,63380347.89
2046-03-08,NEFT TRANSFER,,40599.37,63420947.26
2046-03-08,INWARD REMITTANCE,,26071.30,63447018.56
2046-03-10,CASH DEPOSIT,,21585.47,63468604.03
2046-03-10,CASH DEPOSIT,,28137.17,63496741.20
2046-03-12,UTILITY BILL,7205.30,,63489535.90
2046-03-14,REFUND,,29415.54,63518951.44
2046-03-14,INWARD REMITTANCE,,34307.30,63553258.74
2046-03-14,REFUND,,41935.80,63595194.54
2046-03-14,ATM WITHDRAWAL,19815.20,,63575379.34
2046-03-14,IMPS TRANSFER,13411.85,,63561967.49
2046-03-15,POS PURCHASE,15480.09,,63546487.40
2046-03-16,ATM WITHDRAWAL,4680.45,,63541806.95
2046-03-17,CASH DEPOSIT,,48559.98,63590366.93
2046-03-18,CASH DEPOSIT,,33046.36,63623413.29
2046-03-20,SALARY,,21901.99,63645315.28
2046-03-21,INWARD REMITTANCE,,22163.86,63667479.14
2046-03-23,EMI DEBIT,17923.52,,63649555.62
2046-03-25,POS PURCHASE,16785.33,,63632770.29
2046-03-25,SALARY,,9827.58,63642597.87
2046-03-25,EMI DEBIT,901.48,,63641696.39
2046-03-26,POS PURCHASE,7562.68,,63634133.71
2046-03-28,UTILITY BILL,4256.16,,63629877.55
2046-03-29,ATM WITHDRAWAL,5938.98,,63623938.57
2046-03-29,ATM WITHDRAWAL,10461.30,,63613477.27
2046-03-30,ATM WITHDRAWAL,17184.50,,63596292.77
2046-04-01,IMPS TRANSFER,18605.14,,63577687.63
2046-04-01,INWARD REMITTANCE,,36787.56,63614475.19
2046-04-01,IMPS TRANSFER,12074.88,,63602400.31
2046-04-01,NEFT TRANSFER,,48125.45,63650525.76
2046-04-03,POS PURCHASE,9598.42,,63640927.34
2046-04-05,UTILITY BILL,13961.91,,63626965.43
2046-04-05,UTILITY BILL,5210.83,,63621754.60
2046-04-07,INWARD REMITTANCE,,15457.77,63637212.37
2046-04-08,POS PURCHASE,17497.80,,63619714.57
2046-04-10,IMPS TRANSFER,13798.92,,63605915.65
2046-04-12,ATM WITHDRAWAL,18899.21,,63587016.44
2046-04-13,SALARY,,23249.72,63610266.16
2046-04-14,POS PURCHASE,18810.04,,63591456.12
2046-04-16,UTILITY BILL,11959.70,,63579496.42
2046-04-17,NEFT TRANSFER,,1846.25,63581342.67
2046-04-18,IMPS TRANSFER,8946.62,,63572396.05
2046-04-20,SALARY,,9716.16,63582112.21
2046-04-21,INWARD REMITTANCE,,39390.66,63621502.87
2046-04-23,CASH DEPOSIT,,13456.59,63634959.46
2046-04-24,REFUND,,23085.41,63658044.87
2046-04-24,SALARY,,41145.30,63699190.17
2046-04-26,UTILITY BILL,10581.30,,63688608.87
2046-04-28,IMPS TRANSFER,5484.65,,63683124.22
2046-04-30,REFUND,,13280.90,63696405.12
2046-05-01,IMPS TRANSFER,2121.85,,63694283.27
2046-05-01,REFUND,,6935.28,63701218.55
2046-05-01,POS PURCHASE,2956.13,,63698262.42
2046-05-02,POS PURCHASE,4601.96,,63693660.46
2046-05-04,ATM WITHDRAWAL,17657.92,,63676002.54
2046-05-05,POS PURCHASE,13251.63,,63662750.91
2046-05-06,ATM WITHDRAWAL,15488.51,,63647262.40
2046-05-06,POS PURCHASE,14155.48,,63633106.92
2046-05-06,REFUND,,34603.10,63667710.02
2046-05-07,NEFT TRANSFER,,11763.63,63679473.65
2046-05-07,UTILITY BILL,6685.69,,63672787.96
2046-05-08,CASH DEPOSIT,,16808.73,63689596.69
2046-05-09,POS PURCHASE,11186.79,,63678409.90
2046-05-09,SALARY,,13863.80,63692273.70
2046-05-10,POS PURCHASE,4560.64,,63687713.06
2046-05-11,ATM WITHDRAWAL,16831.66,,63670881.40
2046-05-11,SALARY,,25392.94,63696274.34
2046-05-13,POS PURCHASE,18386.97,,63677887.37
2046-05-13,INWARD REMITTANCE,,49428.85,63727316.22
2046-05-14,POS PURCHASE,8343.59,,63718972.63
2046-05-15,POS PURCHASE,6601.79,,63712370.84
2046-05-17,CASH DEPOSIT,,41058.13,63753428.97
2046-05-17,SALARY,,10846.23,63764275.20
2046-05-18,NEFT TRANSFER,,43757.84,63808033.04
2046-05-18,IMPS TRANSFER,13300.76,,63794732.28
2046-05-19,INWARD REMITTANCE,,24129.21,63818861.49
2046-05-20,ATM WITHDRAWAL,16197.06,,63802664.43
2046-05-21,UTILITY BILL,6212.39,,63796452.04
2046-05-23,NEFT TRANSFER,,17392.74,63813844.78
2046-05-24,POS PURCHASE,6171.98,,63807672.80
2046-05-24,UTILITY BILL,3153.44,,63804519.36
2046-05-26,POS PURCHASE,15991.27,,63788528.09
2046-05-28,EMI DEBIT,2487.46,,63786040.63
2046-05-28,REFUND,,2284.76,63788325.39
2046-05-29,REFUND,,2784.56,63791109.95
2046-05-30,SALARY,,15146.77,63806256.72
2046-06-01,REFUND,,25425.24,63831681.96
2046-06-02,SALARY,,17999.93,63849681.89
2046-06-02,SALARY,,20663.77,63870345.66
2046-06-04,INWARD REMITTANCE,,47992.64,63918338.30
2046-06-04,REFUND,,8688.83,63927027.13
2046-06-06,REFUND,,1799.30,63928826.43
2046-06-07,POS PURCHASE,13196.43,,63915630.00
2046-06-09,CASH DEPOSIT,,6778.35,63922408.35
2046-06-09,UTILITY BILL,6611.20,,63915797.15
2046-06-09,SALARY,,40671.42,63956468.57
2046-06-10,INWARD REMITTANCE,,19479.26,63975947.83
2046-06-12,ATM WITHDRAWAL,10298.29,,63965649.54
2046-06-13,SALARY,,5932.77,63971582.31
2046-06-15,SALARY,,18650.21,63990232.52
2046-06-17,IMPS TRANSFER,9946.35,,63980286.17
2046-06-18,SALARY,,48629.55,64028915.72
2046-06-20,ATM WITHDRAWAL,17494.34,,64011421.38
2046-06-20,POS PURCHASE,545.17,,64010876.21
2046-06-21,UTILITY BILL,3167.55,,64007708.66
2046-06-21,REFUND,,1469.90,64009178.56
2046-06-23,POS PURCHASE,11409.42,,63997769.14
2046-06-24,IMPS TRANSFER,5527.16,,63992241.98
2046-06-26,IMPS TRANSFER,4187.90,,63988054.08
2046-06-26,REFUND,,8473.72,63996527.80
2046-06-27,INWARD REMITTANCE,,37607.96,64034135.76
2046-06-27,ATM WITHDRAWAL,8964.67,,64025171.09
2046-06-29,IMPS TRANSFER,7731.56,,64017439.53
2046-06-30,INWARD REMITTANCE,,10795.46,64028234.99
2046-07-02,UTILITY BILL,12338.24,,64015896.75
2046-07-02,SALARY,,49195.98,64065092.73
